Crop,Month,Previous_Price,Current_Price,Next_Week_Price
Ginger,9,61.07,65.02,68.17
Beans,8,21.71,25.52,26.83
Pumpkin,3,22.83,19.82,18.31
GreenChilli,6,62.75,62.36,62.16
Rice,11,103.59,117.52,123.94
BitterGourd,4,44.5,41.68,40.17
Cauliflower,1,63.92,64.3,64.48
Onion,5,50.29,45.03,42.86
BitterGourd,2,60.93,67.61,70.45
Garlic,3,158.76,178.63,188.68
Tomato,3,72.02,71.22,70.63
Garlic,11,259.21,238.96,223.86
Okra,7,50.56,47.87,46.71
Rice,11,104.01,114.94,118.72
GreenChilli,2,65.83,75.92,80.09
Ginger,11,148.44,141.98,137.23
Cauliflower,10,41.38,47.05,49.6
Onion,6,29.29,25.64,22.93
Cucumber,3,30.59,27.17,25.63
Carrot,8,27.12,24.01,21.73
Cucumber,3,21.42,21.39,21.37
Carrot,3,26.41,30.36,32.82
Carrot,3,41.5,49.78,54.23
Okra,1,53.65,49.94,47.3
Cauliflower,7,45.98,52.05,54.86
Carrot,6,31.34,30.85,30.46
Pumpkin,3,39.85,45.77,48.41
Pumpkin,5,24.61,22.36,20.97
BitterGourd,10,38.29,43.43,45.57
Potato,1,25.0,21.9,20.64
Okra,6,34.53,38.04,40.36
Garlic,3,164.7,168.24,169.45
Okra,8,54.32,48.11,44.35
Ginger,10,155.22,169.51,176.83
GreenChilli,6,67.54,64.11,61.74
Cabbage,10,54.87,53.66,53.16
Tomato,4,52.26,59.47,63.73
Pumpkin,5,45.25,52.11,55.46
Beans,11,46.45,48.24,49.56
Garlic,11,222.97,221.43,220.93
Okra,12,86.11,100.83,112.0
GreenChilli,7,50.26,58.75,65.25
Cucumber,7,31.05,29.66,29.11
Cauliflower,10,46.4,41.36,37.57
Onion,4,37.59,41.62,44.61
Ginger,1,80.96,85.3,88.56
Brinjal,8,15.49,17.39,18.35
Garlic,12,268.49,248.29,233.44
Pumpkin,5,17.76,17.82,17.85
Cabbage,10,39.8,47.46,52.9
BitterGourd,3,93.96,85.39,79.95
Cucumber,4,33.88,30.54,29.53
Cauliflower,9,59.15,69.64,73.79
Tomato,7,35.89,30.59,26.45
Beans,4,26.58,24.75,23.93
Rice,1,34.85,37.0,37.93
Onion,10,64.67,60.18,57.88
Cabbage,5,45.08,44.62,44.4
Okra,5,76.76,76.49,76.3
Pumpkin,3,30.9,33.09,33.86
Ginger,11,251.24,230.86,218.51
Onion,1,56.77,64.18,69.42
Rice,6,62.7,74.64,83.86
Beans,3,79.94,84.17,87.54
Garlic,7,198.12,182.03,177.14
Okra,12,42.53,42.62,42.67
Cauliflower,9,22.87,21.48,20.96
Tomato,6,29.7,34.16,36.92
Cucumber,4,31.06,34.7,36.84
Ginger,1,78.4,92.07,100.28
Pumpkin,6,16.7,19.61,20.61
BitterGourd,12,99.74,102.79,104.89
Brinjal,9,55.18,56.55,57.41
Ginger,11,185.89,183.39,181.76
Carrot,1,53.49,59.62,61.82
Carrot,2,42.44,50.81,55.29
Cabbage,6,12.15,13.55,14.45
GreenChilli,10,161.11,157.71,156.43
Beans,8,66.15,76.36,82.17
Cauliflower,12,49.03,56.58,59.35
Okra,2,44.1,39.54,37.41
Rice,4,88.18,81.61,79.31
Pumpkin,7,32.17,32.76,33.16
Beans,4,83.46,97.19,103.05
Okra,10,67.69,57.72,50.02
Cauliflower,4,26.41,23.85,21.93
Tomato,2,16.68,18.65,19.75
Pumpkin,3,24.12,22.64,22.07
Okra,2,44.6,49.26,52.67
Cabbage,1,14.61,17.38,19.57
Pumpkin,8,38.42,32.71,30.81
Onion,10,12.37,11.7,11.23
Garlic,8,179.99,204.35,211.9
Cucumber,9,14.53,16.01,16.5
Brinjal,2,18.87,20.81,21.73
Cabbage,2,45.94,48.74,49.94
Tomato,11,61.94,55.12,50.24
Garlic,12,154.72,148.64,146.75
Brinjal,2,35.32,35.89,36.13
Brinjal,5,29.98,31.52,32.74
Onion,1,56.37,47.94,42.7
Cucumber,9,11.26,13.25,14.63
Rice,5,69.75,82.36,89.71
Pumpkin,11,65.27,67.54,69.26
Pumpkin,2,34.63,31.47,29.79
Pumpkin,10,28.06,33.53,35.59
Onion,12,66.81,80.05,86.24
GreenChilli,10,154.36,147.6,142.6
Pumpkin,11,43.0,50.49,55.14
Carrot,10,26.1,24.39,23.87
Carrot,12,76.5,71.98,68.61
Cabbage,12,16.39,17.29,17.95
Ginger,10,193.73,231.2,254.1
GreenChilli,7,111.73,131.47,144.95
Cauliflower,8,33.0,34.83,35.7
Cabbage,10,31.41,36.76,39.6
Rice,1,45.44,47.49,48.19
Potato,12,27.12,30.17,31.28
Garlic,11,127.76,143.63,154.67
Cabbage,4,10.46,9.07,8.03
Onion,6,28.09,25.59,24.14
Garlic,7,112.31,111.18,110.29
Rice,10,88.99,95.58,100.69
GreenChilli,10,84.04,82.36,81.02
Cauliflower,12,67.21,57.44,51.96
Onion,7,28.93,29.9,30.23
Tomato,3,27.16,23.64,21.7
Okra,3,79.72,82.24,83.37
Potato,5,33.81,40.46,43.1
Carrot,10,69.72,78.21,84.66
Cauliflower,1,54.56,52.48,51.76
Potato,5,11.14,13.18,14.2
Rice,10,43.64,52.02,55.95
Pumpkin,10,56.78,56.81,56.83
Cabbage,11,35.1,40.73,43.92
Carrot,3,68.37,60.89,57.81
Cucumber,11,14.95,14.24,13.71
Rice,1,83.77,89.74,91.63
Cucumber,7,21.08,23.48,24.99
Brinjal,11,23.39,21.44,20.39
GreenChilli,10,73.58,81.79,87.78
Potato,5,38.32,32.9,29.16
Garlic,5,85.2,82.81,81.16
Cabbage,7,31.88,35.45,37.88
Ginger,8,155.75,181.38,196.67
Cucumber,9,18.24,21.29,23.51
Pumpkin,6,15.15,17.9,19.08
Pumpkin,4,40.79,34.73,29.91
Cabbage,11,39.78,36.86,35.64
Brinjal,1,49.43,43.98,39.87
Cabbage,9,16.6,15.41,14.98
BitterGourd,7,31.04,28.93,27.54
Ginger,1,64.65,70.74,72.61
Beans,5,37.93,37.2,36.8
GreenChilli,12,39.6,39.43,39.37
Cauliflower,6,37.11,36.31,35.84
Ginger,3,189.03,172.43,166.67
Beans,2,63.44,63.41,63.4
Okra,5,58.52,60.21,60.85
Rice,11,83.69,96.57,101.22
Beans,4,67.49,61.07,57.75
Cucumber,8,8.29,8.7,8.85
Cucumber,1,18.97,21.87,23.58
Beans,1,75.28,84.65,89.66
Garlic,1,128.55,130.35,131.4
Cucumber,12,43.36,47.55,49.37
Cauliflower,12,62.23,53.48,48.63
Cabbage,10,42.77,39.89,38.55
Okra,4,58.53,53.84,51.7
Carrot,1,45.2,46.05,46.48
Brinjal,7,19.04,18.92,18.87
Brinjal,7,30.57,33.12,33.95
BitterGourd,2,83.72,88.69,91.71
Rice,4,45.11,50.46,52.51
Rice,9,43.45,42.45,42.07
Cabbage,1,10.35,10.89,11.3
Garlic,12,137.34,123.09,118.57
Potato,6,17.76,16.99,16.53
Rice,7,50.79,47.95,46.33
Carrot,11,72.05,78.09,81.78
Tomato,11,78.92,86.14,89.08
GreenChilli,11,133.64,117.34,111.55
Pumpkin,9,25.38,28.23,29.25
Ginger,6,110.56,102.9,100.08
GreenChilli,3,120.78,141.98,149.07
Garlic,8,94.73,100.55,104.26
Cucumber,3,35.31,31.15,27.88
Carrot,4,22.98,26.37,28.12
GreenChilli,7,113.66,127.41,134.12
Garlic,7,82.38,88.11,92.01
Pumpkin,5,21.38,18.41,16.21
Tomato,3,33.9,35.92,37.05
Cauliflower,6,37.73,34.83,32.52
Carrot,8,30.19,34.94,36.73
Beans,11,76.27,71.39,69.78
Ginger,1,58.01,50.52,47.16
GreenChilli,8,92.65,94.51,95.73
Ginger,5,132.57,157.58,168.9
Tomato,7,23.1,21.61,21.04
Onion,2,40.64,38.54,37.38
Garlic,8,162.19,193.42,205.1
BitterGourd,7,57.05,65.9,72.02
Cauliflower,11,90.78,101.24,105.69
Rice,7,42.46,39.02,37.35
Tomato,4,77.35,82.79,84.46
Cauliflower,8,58.75,53.89,51.03
Carrot,6,28.86,27.22,25.92
Cucumber,11,26.23,28.18,29.4
Garlic,7,172.69,174.87,175.83
Onion,3,19.21,16.58,14.49
Potato,9,23.46,26.9,29.15
Brinjal,3,58.59,60.43,61.28
Brinjal,7,35.75,36.92,37.36
Pumpkin,8,28.6,25.0,22.84
Cabbage,7,19.81,18.15,17.65
Beans,12,82.66,98.71,103.56
Beans,12,58.65,69.88,77.1
Carrot,12,56.94,63.21,65.79
Cauliflower,3,30.04,32.89,34.79
Brinjal,3,57.15,62.24,64.44
Tomato,6,50.54,48.39,47.39
Rice,9,77.18,66.64,60.89
Rice,5,75.35,79.79,82.22
Carrot,10,37.29,43.38,46.38
Carrot,3,41.87,47.29,49.44
Ginger,1,62.19,56.05,52.97
Ginger,11,99.92,116.3,125.76
Cucumber,12,34.4,36.25,36.93
BitterGourd,2,55.84,61.89,64.5
Pumpkin,11,55.84,65.44,72.1
Potato,10,26.15,31.33,34.51
Onion,10,44.87,46.82,47.61
Beans,5,35.48,40.38,43.02
Cabbage,4,26.77,25.38,24.29
Rice,11,51.17,50.66,50.5
Brinjal,2,55.43,55.94,56.15
Potato,5,27.67,27.91,28.08
Beans,7,55.65,62.96,68.37
Potato,3,31.59,27.28,24.75
Potato,5,13.24,14.67,15.73
Okra,9,51.34,58.62,61.89
Carrot,1,66.06,56.43,51.2
Ginger,3,99.79,103.84,106.44
Garlic,5,148.49,155.65,158.94
Brinjal,11,67.76,78.87,87.39
Garlic,6,166.24,148.43,138.85
Ginger,12,258.0,239.41,231.31
Tomato,9,46.59,40.15,36.75
Potato,3,25.63,26.95,27.36
Cucumber,12,36.72,32.7,30.71
Rice,1,36.24,35.1,34.53
Beans,1,95.28,94.21,93.55
Cucumber,4,16.15,17.01,17.33
Carrot,4,44.35,39.3,35.99
Onion,12,34.98,36.43,36.96
Tomato,7,14.24,16.84,18.19
Beans,3,79.48,95.2,101.29
Cauliflower,5,34.3,32.76,31.89
Pumpkin,7,27.59,31.86,34.65
Beans,10,91.43,101.4,104.64
Pumpkin,8,30.27,28.78,28.18
Beans,4,32.15,30.04,28.86
BitterGourd,6,31.71,29.39,28.64
Brinjal,3,22.06,22.79,23.04
Cucumber,1,14.64,12.87,11.48
Cabbage,1,35.88,30.83,29.31
Okra,8,40.52,41.52,42.31
Onion,8,24.75,28.98,30.61
Rice,7,23.2,22.93,22.85
Rice,7,44.04,40.58,38.49
GreenChilli,12,171.95,148.15,130.49
Beans,1,26.9,28.33,29.3
Potato,10,21.58,22.8,23.18
Cabbage,12,49.34,54.26,57.08
Garlic,3,90.35,80.18,75.33
Cabbage,12,50.33,56.23,58.08
GreenChilli,12,67.43,60.28,56.78
Potato,3,20.65,23.77,25.69
Cabbage,12,54.62,53.34,52.51
BitterGourd,10,80.75,89.94,96.54
Potato,7,20.76,21.73,22.25
Beans,9,28.94,26.77,25.95
Tomato,11,41.87,48.6,53.12
Tomato,3,45.57,41.07,39.45
Onion,1,37.97,32.97,30.7
Cabbage,5,44.61,44.87,45.05
GreenChilli,6,109.15,117.04,123.3
Tomato,11,22.28,21.52,21.03
Brinjal,4,25.54,27.91,28.68
Pumpkin,6,39.32,44.16,46.83
Brinjal,11,48.1,50.72,52.46
BitterGourd,12,92.89,99.56,103.21
Garlic,12,101.07,108.3,113.62
Garlic,9,91.82,100.15,102.89
Carrot,12,89.91,85.68,84.16
Carrot,1,30.25,26.49,24.64
Brinjal,3,34.21,38.61,41.66
GreenChilli,4,38.81,40.27,41.15
GreenChilli,2,91.33,102.83,110.74
Beans,1,96.25,94.61,93.96
Brinjal,9,24.63,24.05,23.77
Cauliflower,7,20.97,23.52,24.36
Cauliflower,8,36.04,32.68,31.64
Beans,12,49.9,44.93,43.34
Okra,6,28.95,31.18,32.86
Garlic,2,85.28,95.6,101.37
BitterGourd,4,77.48,86.96,91.66
Beans,2,60.14,52.21,48.7
Ginger,9,197.64,215.69,222.77
Brinjal,10,38.41,44.39,48.16
Tomato,3,17.78,18.85,19.7
Carrot,10,27.61,31.67,33.1
Cabbage,9,46.84,55.82,61.45
Garlic,7,178.37,212.55,232.45
Brinjal,12,69.69,73.68,76.72
Cucumber,12,44.0,52.39,56.23
Cabbage,9,16.43,15.91,15.75
Onion,7,26.73,30.48,31.61
Okra,11,87.94,78.06,71.28
Ginger,10,170.85,147.23,133.86
Garlic,7,147.58,128.13,121.99
BitterGourd,2,43.7,42.27,41.33
Pumpkin,2,29.49,28.71,28.44
Brinjal,11,62.37,54.59,50.98
Potato,1,31.47,30.47,29.99
Garlic,8,80.21,86.91,90.47
GreenChilli,8,98.84,100.43,101.06
Potato,8,6.22,7.23,7.89
GreenChilli,1,131.63,130.69,130.29
Cauliflower,11,55.94,63.32,65.54
Rice,5,70.66,69.44,68.79
Beans,11,109.2,107.17,105.94
Tomato,1,45.56,49.93,52.81
GreenChilli,3,125.86,133.64,137.23
Potato,9,23.44,24.68,25.29
Cauliflower,3,55.13,51.15,49.83
Carrot,10,31.67,30.99,30.71
Cauliflower,11,27.89,28.38,28.76
Cucumber,3,19.42,17.92,17.22
Ginger,12,172.04,206.0,231.75
Cabbage,2,25.39,28.11,29.43
Potato,12,50.27,49.49,48.93
Potato,12,44.51,42.63,41.72
Potato,7,25.82,27.92,29.17
Cabbage,4,46.8,42.4,40.69
Onion,11,66.69,71.97,74.88
Ginger,5,177.36,202.9,220.28
GreenChilli,10,157.85,163.82,166.8
Rice,3,37.91,34.87,33.79
Cabbage,7,30.51,27.03,25.55
Cabbage,10,47.37,49.21,50.39
Beans,8,50.44,59.24,63.01
BitterGourd,12,131.65,125.27,121.09
Tomato,10,38.92,35.08,32.43
Okra,2,53.66,57.49,60.07
Ginger,3,59.02,66.18,68.84
Potato,1,39.82,36.94,34.68
Beans,10,57.77,52.81,50.11
Cabbage,5,43.79,41.37,39.8
Cauliflower,7,44.82,47.94,49.25
Garlic,12,110.62,126.83,132.25
Pumpkin,7,27.87,29.81,30.93
Potato,4,17.33,17.97,18.2
Brinjal,8,31.94,27.26,24.39
Cabbage,10,33.16,32.71,32.54
Brinjal,9,15.73,14.92,14.64
BitterGourd,10,82.54,94.85,99.28
Potato,10,28.53,29.2,29.67
Cauliflower,5,23.03,27.04,28.98
BitterGourd,11,103.43,117.85,128.36
Rice,2,31.56,27.81,24.97
Okra,11,62.34,68.32,72.63
Ginger,10,102.59,122.01,135.71
Beans,3,43.85,44.95,45.48
Rice,3,52.27,50.07,49.26
BitterGourd,7,51.64,46.5,42.81
Beans,3,79.59,94.61,100.34
GreenChilli,11,110.36,116.73,119.32
Cabbage,5,14.52,14.42,14.38
Cucumber,2,23.56,25.18,26.14
BitterGourd,4,52.41,51.87,51.48
Ginger,5,159.6,151.36,146.47
Cabbage,4,40.93,37.38,36.14
Onion,6,22.88,27.22,28.77
Cauliflower,6,42.26,42.38,42.43
Cauliflower,6,22.06,24.43,25.64
Cauliflower,1,24.15,27.44,28.43
GreenChilli,3,58.8,63.9,66.13
Garlic,9,144.76,164.57,179.4
BitterGourd,7,68.07,67.08,66.44
Pumpkin,10,26.93,25.74,25.27
Cabbage,2,11.05,13.15,13.88
Okra,7,21.08,24.84,27.08
Carrot,1,27.43,28.08,28.39
Ginger,5,197.43,206.24,212.4
Pumpkin,8,36.0,35.02,34.31
Cabbage,10,49.31,55.98,60.52
Onion,9,24.86,25.47,25.84
BitterGourd,5,40.42,39.77,39.47
Garlic,4,183.06,173.59,170.59
Cauliflower,4,23.21,24.97,25.67
BitterGourd,6,36.54,34.91,33.9
Rice,3,43.05,44.38,45.15
Cauliflower,7,22.77,23.48,24.0
Cauliflower,6,50.08,46.39,44.07
Garlic,1,168.23,143.48,133.31
Beans,3,53.48,52.61,52.08
Cucumber,11,13.56,12.83,12.28
Onion,4,51.17,53.42,54.21
GreenChilli,7,68.68,66.99,66.03
GreenChilli,12,101.96,119.78,127.97
BitterGourd,10,72.04,77.19,80.05
Garlic,10,284.87,318.22,330.15
Brinjal,4,42.55,47.3,48.99
Okra,9,38.44,33.37,29.74
Cauliflower,9,41.06,44.95,47.12
Cabbage,3,25.87,24.0,22.94
Brinjal,1,34.89,39.06,41.31
Okra,12,82.68,82.63,82.59
Cabbage,6,17.29,16.07,15.11
BitterGourd,12,107.93,107.55,107.31
Rice,10,90.87,106.43,113.13
Potato,11,35.3,41.66,45.91
Pumpkin,7,36.14,34.74,34.26
Garlic,6,90.05,103.88,109.3
Carrot,4,45.77,44.63,44.22
Ginger,8,98.7,86.22,77.63
Cucumber,10,30.84,30.02,29.4
Rice,6,26.14,27.61,28.73
Garlic,8,209.98,248.29,274.53
Beans,12,124.9,118.52,115.69
Garlic,12,198.67,200.07,200.5
Brinjal,5,29.51,35.38,39.11
Garlic,6,93.66,104.41,112.01
Onion,3,54.32,63.88,69.29
Tomato,7,20.47,20.51,20.53
Rice,9,42.36,37.63,35.27
Rice,10,43.06,51.24,55.34
Cauliflower,5,38.45,37.79,37.5
Pumpkin,9,18.89,21.07,22.58
Ginger,1,97.25,102.38,105.41
Carrot,7,39.58,46.03,51.1
Okra,3,77.47,90.16,99.66
Onion,3,32.88,34.83,35.7
Garlic,9,223.36,255.83,275.46
Rice,8,48.25,49.62,50.55
GreenChilli,6,63.16,61.6,60.69
Carrot,9,40.98,46.19,50.09
Rice,1,51.41,55.63,56.98
GreenChilli,3,130.63,121.19,115.2
Brinjal,8,21.19,21.36,21.47
Beans,3,62.92,67.39,69.4
Garlic,10,250.02,220.79,208.54
Okra,12,108.52,99.06,92.83
Rice,5,56.71,53.38,51.21
Cucumber,3,21.02,22.32,23.32
Potato,3,15.77,14.29,13.72
Pumpkin,10,30.59,33.89,35.33
Pumpkin,4,18.28,19.23,19.53
Beans,12,123.81,130.64,133.97
Cucumber,12,17.18,16.64,16.31
BitterGourd,6,30.55,30.89,31.13
Cabbage,1,18.39,15.99,14.68
GreenChilli,2,59.08,52.26,47.0
BitterGourd,10,95.44,97.65,98.88
Ginger,2,132.75,148.41,154.36
Okra,11,67.9,81.27,90.25
Onion,8,32.98,37.12,39.84
BitterGourd,9,84.03,82.37,81.36
Carrot,6,28.18,31.3,32.79
Beans,12,69.84,81.36,89.29
Garlic,3,165.44,192.85,207.31
Potato,3,35.82,36.48,36.79
Beans,3,99.08,93.56,89.6
Cauliflower,12,65.53,56.09,52.19
Ginger,11,74.98,78.35,80.85
Cabbage,3,29.97,33.23,34.63
Pumpkin,4,19.85,17.5,16.28
Pumpkin,6,18.68,16.29,15.31
Carrot,8,16.24,14.4,13.34
BitterGourd,8,34.44,30.23,28.88
GreenChilli,9,73.51,81.78,84.96
Pumpkin,3,45.18,42.67,41.19
Garlic,4,84.93,99.89,105.78
GreenChilli,7,108.03,108.12,108.18
BitterGourd,2,61.68,67.47,70.99
Potato,1,21.98,20.45,19.71
Tomato,3,44.22,42.57,41.86
Rice,2,47.42,40.54,37.35
BitterGourd,12,53.71,58.2,61.09
Carrot,5,48.42,53.17,56.65
Cucumber,12,28.88,28.43,28.24
Okra,9,53.7,57.03,59.05
Tomato,7,47.7,51.5,53.16
Cabbage,11,55.23,59.59,63.04
Carrot,10,26.49,24.23,22.57
Garlic,5,124.55,124.96,125.2
Brinjal,11,22.28,19.7,18.11
Tomato,1,50.71,48.87,47.96
Tomato,8,56.16,59.86,61.04
Onion,4,39.68,40.45,40.96
Potato,9,38.4,34.07,32.67
GreenChilli,11,134.12,132.43,131.81
Carrot,2,22.89,25.98,28.28
Pumpkin,6,24.5,22.95,22.04
Potato,8,10.4,12.38,13.58
Beans,9,58.03,53.58,50.03
Beans,9,53.68,52.36,51.69
Garlic,3,132.33,121.46,115.81
Potato,7,15.61,15.91,16.15
Rice,6,33.85,29.12,26.53
GreenChilli,8,26.07,22.75,20.31
Carrot,7,45.18,49.41,52.4
Beans,5,40.79,38.27,36.59
BitterGourd,9,38.06,34.22,32.33
Garlic,11,140.71,140.67,140.64
Tomato,8,19.93,18.36,17.65
Cabbage,6,33.55,31.11,29.46
Carrot,9,50.17,57.85,63.74
Rice,2,45.59,39.28,35.89
GreenChilli,9,33.14,30.59,29.79
Cucumber,11,33.37,36.73,38.68
BitterGourd,9,31.32,33.25,33.98
Beans,5,95.35,110.51,120.44
Cauliflower,6,17.08,17.72,17.96
Pumpkin,11,57.38,60.46,62.03
Cauliflower,3,66.49,59.34,54.39
Beans,8,34.82,31.44,29.73
BitterGourd,7,71.28,81.56,85.29
Brinjal,10,43.96,44.42,44.76
Cauliflower,11,64.7,68.61,71.09
Pumpkin,10,52.81,55.17,56.76
Ginger,4,159.95,140.03,131.13
Pumpkin,4,45.04,46.33,47.0
GreenChilli,2,58.72,67.85,72.2
Cabbage,7,10.52,12.37,13.5
Ginger,9,54.19,55.13,55.43
Rice,10,85.58,79.89,78.13
Beans,9,70.36,83.95,93.35
Tomato,7,36.34,42.72,47.29
Pumpkin,11,36.38,38.49,39.28
Okra,9,21.21,24.78,26.95
Pumpkin,7,38.11,41.02,42.24
Cabbage,8,9.73,9.31,9.12
Okra,2,69.13,64.99,62.13
Tomato,9,41.95,43.2,44.18
Okra,2,79.73,80.81,81.36
Potato,2,29.22,25.81,23.59
Rice,4,53.28,56.54,58.65
Cucumber,4,25.22,29.3,30.56
Cabbage,7,15.86,13.52,12.08
GreenChilli,10,186.93,197.16,204.55
Cauliflower,12,63.87,62.71,61.87
Carrot,7,50.35,57.81,61.36
Pumpkin,10,20.52,20.68,20.78
Rice,5,75.96,70.27,66.92
Cauliflower,3,34.57,41.33,46.39
Carrot,2,39.61,44.13,46.74
Rice,12,101.51,117.45,127.32
Cauliflower,7,31.7,27.71,25.15
Rice,4,35.8,36.39,36.69
Okra,7,23.63,26.63,28.73
Brinjal,4,35.23,40.73,44.91
GreenChilli,10,60.4,68.39,72.0
Cauliflower,9,43.98,39.88,36.9
Potato,4,15.28,13.92,13.3
Cabbage,2,29.2,28.44,28.17
Cauliflower,3,31.21,30.88,30.65
Cauliflower,4,64.24,73.4,77.02
Rice,8,63.21,60.07,58.92
Rice,11,87.35,89.21,90.19
BitterGourd,10,45.7,47.2,47.83
GreenChilli,10,185.58,210.66,222.83
GreenChilli,12,36.49,34.84,33.93
Rice,3,48.06,50.9,52.29
Tomato,12,54.91,61.43,64.7
Potato,9,11.94,12.67,13.09
Carrot,3,68.25,66.5,65.92
Rice,6,67.8,69.64,70.98
Brinjal,1,46.75,48.69,49.81
Brinjal,12,43.5,43.25,43.14
Carrot,12,33.09,28.74,25.85
Potato,9,8.84,10.07,11.01
Garlic,11,165.4,172.34,177.21
Tomato,8,25.6,24.12,23.38
Beans,10,31.53,35.48,38.05
Carrot,11,43.94,49.45,51.48
Brinjal,5,27.95,33.43,36.81
Beans,9,25.63,26.42,26.86
Rice,5,46.33,40.1,36.28
Beans,8,47.71,48.93,49.6
Cucumber,6,12.34,12.15,12.02
Carrot,8,26.41,26.89,27.13
Onion,1,33.18,29.79,27.26
Potato,11,39.9,44.29,46.88
Onion,6,19.58,20.28,20.52
BitterGourd,6,59.91,69.38,75.68
GreenChilli,3,110.37,105.05,102.07
Okra,12,99.2,105.92,111.16
Pumpkin,12,63.19,70.83,74.15
Onion,3,31.38,33.98,35.31
Ginger,1,159.04,182.44,190.88
Cabbage,9,25.96,28.62,29.47
Rice,8,48.78,49.55,49.96
BitterGourd,9,61.89,66.09,68.97
Cauliflower,10,70.42,77.2,79.48
Beans,8,35.7,34.87,34.25
Tomato,9,42.26,40.1,38.8
Tomato,4,32.45,29.5,28.35
Tomato,11,36.25,41.38,43.05
Pumpkin,10,53.33,54.83,55.33
GreenChilli,12,158.36,158.28,158.23
Beans,4,32.17,28.65,27.46
Potato,2,26.9,29.96,30.96
Carrot,6,46.96,56.13,59.07
Okra,9,77.27,90.69,94.81
Garlic,4,154.72,181.65,192.71
Carrot,7,25.74,22.22,19.95
Ginger,3,79.71,68.05,60.42
Brinjal,1,17.49,18.56,19.4
Potato,9,33.34,32.77,32.38
BitterGourd,1,86.88,78.1,73.15
Potato,8,18.14,21.27,23.04
Pumpkin,3,43.72,50.96,54.43
Onion,3,22.83,22.69,22.64
Ginger,11,62.07,62.34,62.49
Cabbage,8,42.86,44.24,44.85
Ginger,12,91.19,107.98,116.38
Cabbage,4,11.36,12.25,12.8
Carrot,10,89.58,107.38,116.08
Carrot,12,43.31,39.65,38.5
Pumpkin,4,35.91,36.85,37.54
Cauliflower,12,72.24,71.56,71.05
Brinjal,2,22.0,26.18,28.9
Cabbage,2,37.18,41.28,43.65
Cauliflower,3,37.48,43.09,45.91
Beans,4,46.79,51.31,53.69
Brinjal,7,51.76,55.68,57.78
Garlic,4,236.13,257.66,269.95
Ginger,2,63.94,72.63,75.77
Beans,3,58.2,53.99,51.2
Okra,6,32.67,34.47,35.05
Carrot,7,39.18,37.58,36.55
Potato,1,23.97,21.27,19.29
Pumpkin,1,45.07,52.56,55.11
Beans,1,80.2,92.7,97.96
Ginger,6,80.77,80.96,81.11
Tomato,5,55.3,52.15,51.05
Beans,9,84.78,86.21,87.25
BitterGourd,5,76.36,67.01,62.36
Rice,2,43.84,38.61,36.33
Carrot,8,49.36,44.0,41.7
Cauliflower,9,28.79,28.96,29.05
Cabbage,2,15.37,16.66,17.34
Carrot,5,58.72,68.59,72.69
Tomato,1,79.87,94.74,105.0
Rice,12,45.05,42.99,41.39
Rice,1,82.41,83.72,84.49
Ginger,8,80.07,86.62,90.39
Beans,2,35.43,35.41,35.4
Pumpkin,6,42.6,39.81,37.74
Pumpkin,1,48.34,54.85,58.54
Rice,3,40.73,36.04,34.25
Potato,9,31.75,30.52,29.81
Tomato,5,26.92,23.78,22.56
Tomato,12,81.15,69.55,65.62
Tomato,5,79.45,70.17,63.99
Cauliflower,8,24.98,29.61,32.88
BitterGourd,11,113.77,106.07,102.33
Cauliflower,2,21.92,20.35,19.12
Potato,8,11.92,12.86,13.4
Tomato,3,44.62,46.95,48.34
Cabbage,8,13.18,13.8,14.09
Beans,9,26.0,30.79,34.44
Cauliflower,12,58.72,59.84,60.47
GreenChilli,5,91.86,88.39,86.13
Brinjal,9,54.83,56.29,57.04
Tomato,12,87.04,104.02,114.86
Pumpkin,1,40.82,41.03,41.14
BitterGourd,6,29.11,26.46,25.0
Cauliflower,10,42.15,47.94,51.36
Okra,2,65.9,58.17,54.81
Pumpkin,2,17.83,17.64,17.55
Onion,10,44.41,46.67,47.58
Ginger,2,110.55,100.97,97.89
Ginger,11,105.33,92.68,88.58
Beans,10,98.26,111.71,121.45
Onion,2,39.54,36.64,35.02
Ginger,12,199.96,191.82,187.65
Potato,10,18.19,17.08,16.44
Brinjal,2,30.48,34.04,36.37
Onion,1,49.89,53.4,54.91
Potato,11,53.11,53.6,53.86
Tomato,5,64.2,59.78,56.93
GreenChilli,11,79.75,80.2,80.41
Garlic,8,57.98,60.78,62.75
Brinjal,11,51.79,59.51,65.14
BitterGourd,12,54.53,54.33,54.26
Potato,12,40.19,34.68,31.58
Rice,3,78.97,75.9,73.88
Pumpkin,6,28.25,27.21,26.85
Cabbage,3,21.38,25.16,26.47
Cucumber,1,22.42,23.67,24.46
Beans,7,51.18,49.27,48.06
Cauliflower,1,65.89,71.66,74.87
GreenChilli,10,139.36,133.17,130.54
Pumpkin,9,16.78,17.49,17.95
Carrot,6,32.5,30.41,29.7
Cauliflower,4,44.35,44.78,44.95
Cucumber,12,42.6,46.62,49.19
Tomato,3,66.74,77.08,85.08
Carrot,1,33.06,37.78,40.12
Carrot,4,25.56,25.25,25.11
Cucumber,10,25.59,24.02,23.52
Rice,8,24.89,26.73,27.49
Okra,9,43.45,50.34,55.53
Cucumber,4,30.47,28.95,28.38
Garlic,6,110.27,117.87,120.94
GreenChilli,2,43.34,39.38,37.5
Beans,8,46.98,48.48,49.32
